Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
21/01/2021,"1 BRIAN WOOD AIRMOUNT, SLIEVERUE, KILKENNY",,Kilkenny,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2014,"55 A CROMWELLSFORT RD, WALKINSTOWN, DUBLIN",Dublin 12,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2019,"24 KENYONS AVE, KILEELY, LIMERICK CITY",,Limerick,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2021,"ASHDALE HOUSE, LOWER SHANBALLY, RINGASKIDDY",,Cork,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2021,"51 THE CRESCENT, RIVERVALE, DUNLEER",,Louth,"€7,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/06/2020,"LACKAROE, KENMARE, KERRY",,Kerry,"€348,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2015,"17 MILFORD PARK, BALLINABRANNAGH, CARLOW",,Carlow,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2016,"15 HASTING ST, RINGSEND, DUBLIN 4",Dublin 4,Dublin,"€316,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2020,"16 WALKINSTOWN CRESCENT, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2019,"421 MORELL CRESCENT, MORELL PARK, KILDARE",,Kildare,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2014,"46 Crannog, Lagore Road, Dunshaughlin",,Meath,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2018,"5 LISSADEL CRESCENT, MALAHIDE, DUBLIN",,Dublin,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2017,"Apartment 110 Neptune Block, Honeypark, Dun-Laoghaire",,Dublin,"€308,370.04",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/05/2019,"50 OXMANTOWN RD, NORTH CIRCULAR RD, DUBLIN 7",Dublin 7,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2020,"51 LANDEN PARK, OLDTOWN DEMESNE, NAAS",,Kildare,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2014,"24 LIR PARK, CASTLEPOLLARD, WESTMEATH",,Westmeath,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2021,"20 THE PINES, AVOURWEN, Drogheda",,Meath,"€289,500.00",No,Yes,New Dwelling house /Apartment,
26/01/2016,"5 DOLMEN GARDENS, CARLOW, CARLOW",,Carlow,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2020,"11 Morristown Avenue, Station Road, Newbridge",,Kildare,"€281,938.33",No,Yes,New Dwelling house /Apartment,
12/01/2017,"132 BALREASK VILLAGE, TRIM RD, NAVAN",,Meath,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2021,"3 LAKESIDE VIEW, LISNALEA, BAILEBOROUGH",,Cavan,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2016,"12 SEAGRAVE CLOSE, DUBLIN 11",Dublin 11,Dublin,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2019,"HEATHER LODGE, GUBEEN, SCHULL",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2011,"12 Delmere, Enfield",,Meath,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2018,"Site Number 82, Áscaill Pairc and tSíoda, (otherwise Silken Park Avenue)",Dublin 24,Dublin,"€224,626.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/06/2018,"8 TAMARISK CLOSE, KILNAMANAGH, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2014,"3 BURREN DALE, KINVARA, GALWAY",,Galway,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2015,"22 FAWN LODGE, CASTLEKNOCK RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2014,"2 DUNBO TERRACE, HOWTH, DUBLIN 13",,Dublin,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2017,"29 CLEARWATERS, RATHMULLAN, CO DONEGAL",,Donegal,"€105,300.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/01/2021,"MERVYN, THE HILL, MONKSTOWN",,Dublin,"€1,600,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2019,"8 AMHARC FADA, DRUMCONRATH, NAVAN",,Meath,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2020,"13 Enderly, Cunningham Drive, Dalkey",,Dublin,"€876,651.00",No,Yes,New Dwelling house /Apartment,
20/03/2018,"31 RIVER VALE, ASHTOWN, DUBLIN",Dublin 15,Dublin,"€295,220.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2017,"12 MAPLE HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6",Dublin 6,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2014,"2 The Village Green, Killucan, Westmeath",,Westmeath,"€110,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/07/2015,"8 CLONCOOL PK, BUNCRANA, DONEGAL",,Donegal,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2014,"9 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",,Cavan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2019,"56 RIVERSIDE DR, CASTLEPARK, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2013,"23 BAWN COTTAGES, MALAHIDE",,Dublin,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2018,"Osprey, 15 Watersedge, Abbeyside",,Waterford,"€358,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
12/08/2011,"Middleton House, Cloghran",,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2018,"12 Eastham Rise, Bettystown",,Meath,"€277,600.00",No,Yes,New Dwelling house /Apartment,
02/11/2020,"No.30 The Avenue, Heathfield, Carriganarra",,Cork,"€334,801.75",No,Yes,New Dwelling house /Apartment,
15/07/2016,"14 THE LODGES, KILLOWEN, KENMARE",,Kerry,"€255,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/12/2018,"46 WESTBURY WOODS, GREENVILLE LANE, THE MOYNE",,Wexford,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2018,"14 HAZELWOOD, BALLYHAUNIS, MAYO",,Mayo,"€118,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2015,"4 MOUNTAIN CRESCENT, COOLANEY, SLIGO",,Sligo,"€71,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2014,"APT 15 ABBEYLANDS, LONGFORD RD, MULLINGAR",,Westmeath,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2012,"SEAN O'CARROLL STREET, ARDEE",,Louth,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2017,"2 BARRY HOUSE, EAST DOUGLAS VILLAGE, DOUGLAS",,Cork,"€134,524.75",No,No,Second-Hand Dwelling house /Apartment,
23/12/2020,"27MARKET COURT, NEWCASTLEWEST, LIMERICK",,Limerick,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2019,"RATHCOFFEY, DONADEA, NAAS",,Kildare,"€231,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2011,"144 Moyville, Rathfarnham, Dublin 16",,Dublin,"€264,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2015,"58 BRINDLE HILL, CHARLEVILLE, CORK",,Cork,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2020,"28 ASH RD, FOTA ROCK, CARRIGTWOHILL",,Cork,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2018,"B8 HARBOUR VILLAGE, CIRCULAR RD, DUNMORE EAST",,Waterford,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2014,"5 OLD BRIDGE COURT, NORTH QUAY, CARRICK ON SUIR",,Tipperary,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2015,"221 POULADUFF RD, CORK, CORK",,Cork,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2010,"14 Cois Carraige, Newtown Road",,Wexford,"€179,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2010,"51 Hollybank Road, Drumcondra",,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2016,"Apartment 343 Trimbleston, Goatstown, dublin 14",Dublin 14,Dublin,"€410,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/11/2019,"69 PEARSE PARK, DUNDALK, LOUTH",,Louth,"€137,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2013,"49 Marian Park, Blackrock",,Cork,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2019,"13 THE GLEBE, CITYQUARTER, ATHLONE",,Westmeath,"€149,065.54",No,No,Second-Hand Dwelling house /Apartment,
23/11/2012,"16 Beech Crescent, Royal Canal, Mullingar",,Westmeath,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2017,"MONILILA, BRIDGESTOWN, INNISCARRA",,Cork,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2017,"58 TEMPLE LAWNS, NORTHWOOD, SANTRY DUBLIN 9",Dublin 9,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2019,"POLLERTON LITTLE, CASTLEDERMOT RD, CARLOW",,Carlow,"€286,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2019,"78 WINTERGARDEN APTS, PEARSE ST, DUBLIN 2",Dublin 2,Dublin,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2014,"5 WAKEFIELD, SOUTH CIRCULAR RD, LIMERICK",,Limerick,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2021,"41 GARDEN VILLAGE COURT, KILPEDDER, VILLAGE COURT",,Wicklow,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2017,"11 TARA STREET, SALEEN, CASTLEBAR",,Mayo,"€26,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2019,"40 WEAFER ST, ENNISCORTHY, WEXFORD",,Wexford,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2018,"35 CANON ROW, NAVAN, MEATH",,Meath,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2015,"4 Deerpark House, Tyrione Court, Thomas Davis Street West",Dublin 8,Dublin,"€192,761.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2015,"FARNAUGHT, MOHILL, LEITRIM",,Leitrim,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2013,"Coolatubrid, Carrigrohane, Cork",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2021,"20 LORD LEITRIM COURT, LOUTH RYNNE, MOHILL",,Leitrim,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2014,"19 Primrose Banks, Cois Maigh, Mogeely",,Cork,"€101,322.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/10/2019,"195 ROSAN GLAS, RAHOON RD, GALWAY",,Galway,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2011,"18A Riverdale Park, Straboe, Buncrana",,Donegal,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/12/2012,"Apartment 45 Block 1, The Strand, 149 North Strand Road",Dublin 3,Dublin,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2017,"27 Castlegrange Court, Castaheany",Dublin 15,Dublin,"€266,520.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/03/2020,"8 CARROWMULLAN, FAHAN, DONEGAL",,Donegal,"€216,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2017,"9 MULLARY MANOR, TINURE, LOUTH",,Louth,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2014,"109 FFORSTER LAWNS, BALLYDOWD MANOR, LUCAN",,Dublin,"€236,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2012,"84 Rathdown Pak, Greystones, Co. Wicklow",,Wicklow,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2011,"14 BRIDEVALLEY PARK, FAIRHILL, CORK",,Cork,"€12,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/08/2017,"37 DERRYWOOD, DURROW, LAOIS",,Laois,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2018,"27 PRIORLAND GROVE, DUBLIN RD, DUNDALK",,Louth,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2010,"Apartment No. 7, Strandfield Manor, Spawell Road",,Wexford,"€122,727.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
21/12/2021,"4 OLD COURT HOUSE, MARKET SQ, COLLON",,Louth,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/12/2016,"45A BALLYDAHEEN, MALLOW, COUNTY CORK",,Cork,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"11 CALDER HOUSE, PADDY BROWNES RD, WATERFORD",,Waterford,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2018,"144 KILLESTER AVE, KILLESTER, DUBLIN 5",Dublin 5,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2018,"Apartment 6, Parklands, Youghal",,Cork,"€128,440.52",Yes,Yes,New Dwelling house /Apartment,
21/06/2019,"Apartment 72, Eustace Court, Cualanor",,Dublin,"€546,254.00",No,Yes,New Dwelling house /Apartment,
11/01/2018,"BROOKFIELD LODGE BALLINAMONA, THE BALLAGH, ENNISCORTHY",,Wexford,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2019,"11 CATHEDRAL PLACE, LIMERICK CITY, LIMERICK",,Limerick,"€101,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2013,"34 Woodleigh Avenue, New Paddocks, Blessington",,Wicklow,"€124,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2019,"Apt 30 Bridgefield, Northwood, Santry Demesne",Dublin 9,Dublin,"€352,423.00",No,Yes,New Dwelling house /Apartment,
20/04/2018,"55 THE CLOSE, DRUMMIN VILLAGE, NENAGH",,Tipperary,"€156,388.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/12/2018,"47 SARAN WOOD, KILLARNEY ROAD, BRAY",,Wicklow,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2021,"17 TULLYBROOK LANE, OLD SLANE RD, DROGHEDA",,Louth,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2020,"BALLYNONEEN, ASDEE, LISTOWEL",,Kerry,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2022,"21 FARMHILL PARK, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,"€645,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2015,"16 LIMEGROVE, TEMPELARS HALL, KILBARRY",,Waterford,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2014,"ESKER HOUSE, BLUEBALL, TULLAMORE",,Offaly,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2014,"58 Newbury Park, Derrinturn",,Kildare,"€116,960.35",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
27/11/2020,"OAKCREST COTTAGE, INCH BAY, WHITEGATE",,Cork,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2014,"65 Strattan Walk, Adamstown Square, Adamstown",,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2010,"56 Landscape Park, Churchtown",Dublin 14,Dublin,"€532,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2018,"CASTLEQUARTER COTTAGE, FOUR MILE WATER, BALLYMACARBRY",,Waterford,"€93,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2018,"44 Kellett's Grove, Lagore Road, Dunshaughlin",,Meath,"€232,127.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/11/2017,"SLEAVEEN, CLONAKILTY, CO CORK",,Cork,"€75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/11/2020,"21 Hollywoodrath Green, Hollywoodrath, Dublin 15",Dublin 15,Dublin,"€312,775.33",No,Yes,New Dwelling house /Apartment,
05/08/2015,"46 CARNE COURT, HUNTSTOWN, CLONSILLA DUBLIN 15",Dublin 15,Dublin,"€283,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2017,"1 KILLEAGH, LAKEVIEW, KILLESHANDRA",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2014,"61 CARNE COURT, HUNTSTOWN, CLONSILLA DUBLIN 15",Dublin 15,Dublin,"€222,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2019,"118 SAUNDERS LANE, RATHNEW, WICKLOW",,Wicklow,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2015,"2 KILCOOLISHAL, GLANMIRE, CORK",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2017,"73 WHATLEY PLACE, KILMACUD RD UPPER, STILLORGAN",,Dublin,"€369,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2019,"APT 4, KINGSMILL COURT, BOLTON ST DUBLIN 1",Dublin 1,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2010,"Boolagelagh, Ballycommon, Nenagh",,Tipperary,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2012,"69 skelligs court, waterville",Dublin 15,Dublin,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2019,"18 MARBLE COURT, DUNSHAUGHLIN, MEATH",,Meath,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2018,"40 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",Dublin 2,Dublin,"€302,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2018,"APT 1, 460/461 TIRELLAN HEIGHTS, HEADFORD RD",,Galway,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2016,"45 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€233,480.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2013,"22 forest mill way, bealnamulla, athlone",,Roscommon,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2019,"24 BALLYCASEY PARK, SHANNON, CO CLARE",,Clare,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2016,"21 AUBREY PARK, SHANKILL, DUBLIN",Dublin 18,Dublin,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2020,"GREENHILLS, CASTLEKEVIN ANNAMOE, ROUNDWOOD",,Wicklow,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2011,"Tully, Baylin, Athlone",,Westmeath,"€111,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2018,"18 CONVENT HILL, WATERFORD",,Waterford,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2021,"28A ST JOSEPHS TCE, CLARECASTLE, CLARE",,Clare,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2017,"19 MARKET SQ, PORTLAOISE, LAOIS",,Laois,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2013,"126 Bushy Park House, Templeogue Road, Terenure",Dublin 6w,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"2 The Drive, Sallins Park, Sallins",,Kildare,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2021,"76 Brocan Wood, Cowpasture, Monasterevin",,Kildare,"€242,863.00",No,Yes,New Dwelling house /Apartment,
08/04/2021,"60 BUTTERFIELD PARK, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2019,"47 CHANEL RD, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2016,"KILTOBRANKS, BALLAGHADERREEN, ROSCOMMON",,Roscommon,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2013,"Corinchigo, Lisnageer, Cootehill",,Cavan,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2013,"5 Marble Hall Cottages, Ballinlough Road, Cork",,Cork,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2015,"47 HERMITAGE, ENNIS, CO CLARE",,Clare,"€67,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2017,"4 Woodbank, Shankill",,Dublin,"€299,251.09",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/07/2017,"5 Croftwell Drive, Rathcoole",,Dublin,"€372,246.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/07/2019,"13 LIOSCARRAIG, THREADNEEDLE RD, SALTHILL",,Galway,"€1,450,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"64 BRAYTON PARK, KILCOCK, KILDARE",,Kildare,"€226,686.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2018,"APT 8, HEADFORT COURT, 36 37 HILL ST DUBLIN 1",Dublin 1,Dublin,"€188,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2019,"Lurgy, Letterkenny",,Donegal,"€180,000.00",No,Yes,New Dwelling house /Apartment,
14/12/2020,"2 ODALY RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2020,"28 FISHERMANS GROVE, DUNMORE EAST, CO WATERFORD",,Waterford,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2013,"42 THE GROVE, KILL ST LAWRENCE, AIRPORT ROAD",,Waterford,"€125,664.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
28/04/2019,"16 White Oaks Walk, White Oaks, Rickardstown",,Kildare,"€272,833.00",No,Yes,New Dwelling house /Apartment,
30/11/2020,"33 KILTIPPER GATE, KILTIPPER WAY, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2015,"HYLANDS, CARRICKMACROSS ROAD, DUNDALK",,Louth,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2012,"15 Connolly Avenue, Inchicore, Dublin 8",,Dublin,"€110,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/06/2017,"23 WILLOW RISE, PRIMROSE GATE, CELBRIDGE",,Kildare,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2017,"25 STONEYFORD PARK, DELVIN, WESTMEATH",,Westmeath,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2015,"CREEVINS, MOUNTCHARLES, DONEGAL",,Donegal,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2010,"25 Belton Park Road, Donnycarney",,Dublin,"€222,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2020,"16A RED ABBEY COURT, ABBEY COURT, CORK",,Cork,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2020,"32 Longfield Park, Boherlahan, Cashel",,Tipperary,"€192,500.00",No,Yes,New Dwelling house /Apartment,
24/05/2018,"10 The Drive, Kill St. Lawrence, Airport Road",,Waterford,"€198,237.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/10/2015,"CASTLE ST, MULLINGAR, WESTMEATH",,Westmeath,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
