Date_of_Sale,Postal_Code,County,Price_€_VAT_incl,Description_of_Property,Property_Size_Description,Month_of_Sale,Quarter_of_Sale
2020-12-04,unknown,Louth,180000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2019-07-22,unknown,Limerick,173000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-07-24,unknown,Cork,250000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-11-23,unknown,Sligo,53000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2020-11-02,unknown,Meath,220000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2012-05-18,unknown,Kerry,120000.0,New Dwelling house /Apartment,>= 125,May,2
2017-02-10,dublin 12,Dublin,205000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2014-07-15,dublin 7,Dublin,147200.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-03-28,dublin 6,Dublin,596000.0,New Dwelling house /Apartment,38 - 125,March,1
2015-12-18,dublin 3,Dublin,555000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-11-22,unknown,Roscommon,140000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2015-08-14,dublin 15,Dublin,291000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2011-07-29,unknown,Laois,175925.0,New Dwelling house /Apartment,38 - 125,July,3
2021-09-03,unknown,Cork,212500.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-12-21,unknown,Cork,205000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-06-30,dublin 18,Dublin,1300000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2021-12-09,unknown,Dublin,750000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2011-03-31,unknown,Meath,145000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2019-11-12,unknown,Waterford,245999.0,New Dwelling house /Apartment,unknown,November,4
2015-04-30,unknown,Cork,230001.0,New Dwelling house /Apartment,38 - 125,April,2
2019-09-19,unknown,Galway,550000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2018-12-07,unknown,Louth,212501.0,New Dwelling house /Apartment,38 - 125,December,4
2011-05-09,unknown,Dublin,194000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2015-06-10,unknown,Tipperary,149999.0,New Dwelling house /Apartment,38 - 125,June,2
2018-12-13,dublin 24,Dublin,365000.0,New Dwelling house /Apartment,unknown,December,4
2018-11-15,unknown,Limerick,96000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2019-12-13,unknown,Kildare,257865.0,New Dwelling house /Apartment,unknown,December,4
2010-06-17,unknown,Westmeath,201000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-04-10,unknown,Roscommon,95000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2011-05-13,unknown,Kildare,260000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2019-07-22,unknown,Louth,150000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-01-07,unknown,Meath,229000.0,New Dwelling house /Apartment,unknown,January,1
2021-05-07,dublin 14,Dublin,650000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2012-08-31,unknown,Dublin,460000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2017-06-01,unknown,Donegal,23858.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2014-08-14,unknown,Galway,205000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2015-09-14,dublin 15,Dublin,165000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2010-10-04,unknown,Dublin,710000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2017-11-02,unknown,Kerry,136200.0,New Dwelling house /Apartment,38 - 125,November,4
2015-10-09,unknown,Galway,235000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-11-15,unknown,Dublin,475000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2012-07-09,unknown,Galway,120000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-12-17,unknown,Waterford,200000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-08-10,unknown,Meath,304999.0,New Dwelling house /Apartment,< 38,August,3
2017-05-02,dublin 24,Dublin,180000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2010-03-10,unknown,Cork,361500.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2012-08-31,unknown,Laois,45000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2021-12-10,unknown,Limerick,90000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-12-18,dublin 1,Dublin,210000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-12-20,unknown,Laois,149000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-06-29,dublin 15,Dublin,624250.0,New Dwelling house /Apartment,>= 125,June,2
2014-03-21,unknown,Meath,415000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2019-06-12,dublin 13,Dublin,155000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2010-05-17,unknown,Dublin,203165.0,New Dwelling house /Apartment,38 - 125,May,2
2017-12-06,unknown,Cork,115000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-12-08,unknown,Meath,399950.0,New Dwelling house /Apartment,unknown,December,4
2019-12-16,unknown,Kildare,379998.0,New Dwelling house /Apartment,unknown,December,4
2015-12-01,unknown,Louth,225000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2019-10-23,dublin 15,Dublin,376000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2011-07-08,unknown,Cork,275000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-08-23,dublin 9,Dublin,425000.0,New Dwelling house /Apartment,38 - 125,August,3
2013-09-23,unknown,Galway,132000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2013-09-16,unknown,Dublin,305000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2013-03-14,unknown,Sligo,65000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2018-11-27,dublin 18,Dublin,335000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2015-12-11,dublin 13,Dublin,485000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-07-07,unknown,Mayo,74000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2015-01-23,unknown,Cork,200000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2014-07-07,unknown,Waterford,250000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-09-26,dublin 18,Dublin,361000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2016-01-29,dublin 15,Dublin,113040.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2013-11-07,unknown,Kildare,200000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2019-12-17,dublin 1,Dublin,370000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2010-12-22,unknown,Longford,120000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2019-12-11,unknown,Westmeath,315000.0,New Dwelling house /Apartment,unknown,December,4
2018-07-09,dublin 2,Dublin,928000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2012-10-12,unknown,Donegal,195000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-12-06,unknown,Cork,289001.0,New Dwelling house /Apartment,unknown,December,4
2010-03-26,unknown,Louth,177500.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2013-09-06,unknown,Kildare,245000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2015-05-29,unknown,Tipperary,85000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-12-16,unknown,Dublin,420000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-02-07,unknown,Roscommon,250000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2017-07-26,dublin 4,Dublin,433000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-08-05,unknown,Wexford,162250.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2010-03-30,unknown,Louth,155000.0,New Dwelling house /Apartment,38 - 125,March,1
2018-06-22,dublin 15,Dublin,220000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-05-16,unknown,Monaghan,230000.0,New Dwelling house /Apartment,unknown,May,2
2017-09-28,unknown,Cork,232000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-12-08,unknown,Offaly,285000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2017-10-12,unknown,Dublin,297000.0,New Dwelling house /Apartment,38 - 125,October,4
2016-06-13,unknown,Cork,156000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2017-07-27,unknown,Dublin,265000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-03-05,unknown,Kildare,292000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2014-12-20,unknown,Dublin,207000.0,New Dwelling house /Apartment,>= 125,December,4
2019-07-08,dublin 15,Dublin,215000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2011-10-28,dublin 4,Dublin,350000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2011-09-26,unknown,Dublin,750000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2020-12-14,unknown,Waterford,270000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2017-12-08,unknown,Galway,170000.0,New Dwelling house /Apartment,38 - 125,December,4
2019-07-09,unknown,Dublin,650000.0,New Dwelling house /Apartment,unknown,July,3
2016-06-09,dublin 8,Dublin,195000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2021-03-03,unknown,Cork,185000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2017-06-15,unknown,Cork,275000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2014-12-23,unknown,Clare,55000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2020-09-30,unknown,Leitrim,197900.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2014-07-15,unknown,Mayo,162000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-07-12,unknown,Longford,127500.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2013-12-20,unknown,Clare,55000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-08-10,unknown,Galway,102500.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2021-11-17,unknown,Dublin,370000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2019-02-13,unknown,Meath,103000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2019-03-01,unknown,Dublin,440000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2019-09-12,unknown,Dublin,430000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-06-16,unknown,Meath,215000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2015-09-30,unknown,Louth,136000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-07-21,unknown,Galway,532500.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2017-08-02,unknown,Kerry,84000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2020-11-06,unknown,Kildare,330000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2020-11-25,unknown,Galway,330000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-03-01,dublin 8,Dublin,235000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-06-23,unknown,Donegal,127000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2021-07-12,unknown,Wexford,325000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-05-16,unknown,Meath,335000.0,New Dwelling house /Apartment,38 - 125,May,2
2020-05-15,unknown,Roscommon,105000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2019-03-15,unknown,Meath,363200.0,New Dwelling house /Apartment,unknown,March,1
2013-05-31,dublin 16,Dublin,128000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2017-06-28,unknown,Kildare,285000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2011-01-24,unknown,Roscommon,130000.0,New Dwelling house /Apartment,>= 125,January,1
2021-03-09,unknown,Kildare,130000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2017-06-06,unknown,Kildare,390000.0,New Dwelling house /Apartment,>= 125,June,2
2020-09-03,unknown,Cork,360000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-11-06,dublin 18,Dublin,1350000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-10-07,dublin 3,Dublin,245000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2020-09-24,dublin 9,Dublin,390000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2018-04-26,dublin 15,Dublin,355000.0,New Dwelling house /Apartment,38 - 125,April,2
2020-11-25,unknown,Limerick,70000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2014-09-12,unknown,Clare,29000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2012-05-08,unknown,Dublin,186500.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2015-01-23,unknown,Kildare,201000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2011-07-20,unknown,Wicklow,150000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-01-24,unknown,Roscommon,119175.0,New Dwelling house /Apartment,>= 125,January,1
2017-03-09,dublin 4,Dublin,525000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2019-11-07,unknown,Leitrim,30000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-02-05,unknown,Galway,160000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2015-04-24,dublin 22,Dublin,133000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2017-03-06,unknown,Kerry,88000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-02-05,unknown,Carlow,147550.0,New Dwelling house /Apartment,38 - 125,February,1
2016-12-19,unknown,Galway,190000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-05-18,dublin 24,Dublin,130100.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2011-07-14,unknown,Monaghan,390000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-10-05,unknown,Limerick,190000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-08-20,unknown,Wicklow,280000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2018-10-18,unknown,Wicklow,205000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2020-03-19,unknown,Louth,260000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2018-04-16,unknown,Cork,365000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2020-07-31,unknown,Westmeath,435000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2010-09-27,dublin 20,Dublin,159000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2012-11-27,unknown,Dublin,167000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-10-20,unknown,Clare,285000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2012-01-09,unknown,Dublin,204300.0,New Dwelling house /Apartment,38 - 125,January,1
2013-08-26,unknown,Waterford,110000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2015-08-27,unknown,Dublin,270000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-11-01,unknown,Tipperary,416500.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-05-26,unknown,Louth,232000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2014-03-19,unknown,Dublin,182000.0,New Dwelling house /Apartment,38 - 125,March,1
2010-07-20,unknown,Dublin,350000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-12-16,unknown,Kildare,334999.0,New Dwelling house /Apartment,38 - 125,December,4
2017-05-11,dublin 12,Dublin,450000.0,New Dwelling house /Apartment,38 - 125,May,2
2016-05-20,dublin 18,Dublin,441000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-02-10,unknown,Galway,135000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2018-10-31,unknown,Dublin,375000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-10-01,unknown,Dublin,1390400.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-11-01,unknown,Galway,45400.0,New Dwelling house /Apartment,38 - 125,November,4
2020-09-11,unknown,Cork,175000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2020-06-11,dublin 9,Dublin,317500.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2021-05-12,unknown,Meath,420000.0,New Dwelling house /Apartment,unknown,May,2
2014-09-24,unknown,Meath,45000.0,New Dwelling house /Apartment,38 - 125,September,3
2021-10-12,unknown,Donegal,205000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-05-25,unknown,Roscommon,95000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2020-01-02,unknown,Waterford,160000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2017-07-21,unknown,Kildare,285000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2013-06-14,unknown,Wexford,100000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2018-08-31,dublin 6,Dublin,555000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2020-01-27,dublin 24,Dublin,190000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2010-02-05,unknown,Dublin,470000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2019-11-22,unknown,Kerry,160000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2010-11-19,unknown,Offaly,95000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-08-10,dublin 7,Dublin,380000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-02-11,unknown,Wexford,100000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2016-09-08,dublin 4,Dublin,1025000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2021-10-11,unknown,Wexford,176500.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2012-06-01,unknown,Tipperary,233500.0,New Dwelling house /Apartment,>= 125,June,2
2021-12-17,unknown,Waterford,182000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2010-11-16,unknown,Mayo,23858.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-11-24,unknown,Carlow,220000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2013-11-13,unknown,Roscommon,52000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-05-19,unknown,Cork,250000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2017-09-25,dublin 1,Dublin,315000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2010-11-26,dublin 7,Dublin,232500.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2010-04-09,unknown,Louth,335000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2019-07-25,unknown,Donegal,170250.0,New Dwelling house /Apartment,unknown,July,3
2019-08-21,unknown,Tipperary,220000.0,New Dwelling house /Apartment,unknown,August,3
2017-11-10,unknown,Meath,283750.0,New Dwelling house /Apartment,38 - 125,November,4
2020-11-12,dublin 11,Dublin,325000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-06-24,unknown,Meath,165000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2014-12-17,unknown,Wexford,80000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-03-03,unknown,Cork,250000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2020-03-13,dublin 8,Dublin,227000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
